,State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,Unnamed: 7,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,Unnamed: 12,Recipiency Rates All Programs ,Unnamed: 14
3851,LA,2023.0,4.0,2077,"1,872",110.0,3.8,14,79.0,11.62,11.62,14.7,45,14.7,45
3852,ME,2021.0,1.0,678,567,48.0,5.5,31,37.0,16.33,16.34,43.6,27,43.6,32
3853,ME,2021.0,2.0,690,595,48.0,5.1,29,36.0,11.69,11.69,32.9,33,32.9,33
3854,ME,2021.0,3.0,701,612,49.0,4.3,31,30.0,7.62,7.62,25.1,32,25.1,34
3855,ME,2021.0,4.0,686,601,51.0,3.8,18,26.0,5.32,5.32,20.3,36,20.3,36
3856,ME,2022.0,1.0,678,586,52.0,4.0,23,27.0,7.65,7.65,28.5,19,28.5,19
3857,ME,2022.0,2.0,681,611,53.0,2.8,39,19.0,4.41,4.41,23.4,16,23.4,17
3858,ME,2022.0,3.0,688,628,53.0,2.2,49,15.0,3.03,3.03,19.9,22,20.0,22
3859,ME,2022.0,4.0,677,615,54.0,2.4,41,16.0,3.77,3.78,22.9,22,22.9,22
3860,ME,2023.0,1.0,675,600,55.0,3.1,39,21.0,7.87,7.88,37.7,15,37.8,15
3861,ME,2023.0,2.0,685,621,55.0,2.5,45,17.0,5.8,5.8,33.2,13,33.2,13
3862,ME,2023.0,3.0,700,638,55.0,2.6,45,18.0,4.14,4.14,23.0,24,23.0,24
3863,ME,2023.0,4.0,689,624,56.0,3.3,21,22.0,4.72,4.72,21.0,33,21.0,33
3864,MA,2021.0,1.0,3713,"3,271",237.0,7.0,13,260.0,145.61,212.58,56.0,13,81.8,4
3865,MA,2021.0,2.0,3730,"3,408",243.0,5.7,22,213.0,80.35,83.3,37.7,22,39.1,21
3866,MA,2021.0,3.0,3753,"3,454",249.0,5.1,20,190.0,61.86,62.29,32.5,21,32.7,22
3867,MA,2021.0,4.0,3730,"3,509",247.0,3.8,18,142.0,56.46,56.46,39.8,9,39.8,11
3868,MA,2022.0,1.0,3746,"3,454",249.0,4.2,19,157.0,73.2,73.2,46.6,5,46.6,6
3869,MA,2022.0,2.0,3741,"3,569",252.0,3.5,25,132.0,45.21,45.21,34.2,6,34.2,6
3870,MA,2022.0,3.0,3766,"3,586",254.0,3.7,23,139.0,49.55,49.55,35.6,5,35.6,5
3871,MA,2022.0,4.0,3720,"3,593",255.0,3.2,23,121.0,48.17,48.17,39.9,8,39.9,8
3872,MA,2023.0,1.0,3745,"3,525",255.0,3.9,18,147.0,81.65,81.65,55.5,4,55.5,4
3873,MA,2023.0,2.0,3743,"3,614",256.0,3.2,24,119.0,70.34,70.34,59.2,2,59.2,2
3874,MA,2023.0,3.0,3770,"3,606",253.0,3.3,29,125.0,66.28,66.28,53.0,3,53.0,3
3875,MA,2023.0,4.0,3748,"3,614",252.0,3.1,29,115.0,64.62,64.62,56.4,3,56.4,3
3876,MD,2021.0,1.0,3144,"2,354",110.0,6.4,22,202.0,60.29,60.3,29.9,46,29.9,46
3877,MD,2021.0,2.0,3157,"2,427",145.0,5.8,20,182.0,43.58,43.63,24.0,47,24.0,48
3878,MD,2021.0,3.0,3170,"2,444",145.0,5.1,20,160.0,38.22,38.25,23.8,37,23.8,38
3879,MD,2021.0,4.0,3140,"2,491",145.0,3.7,22,115.0,25.18,25.19,21.9,33,21.9,33
3880,MD,2022.0,1.0,3148,"2,443",143.0,3.5,32,111.0,22.18,22.19,19.9,38,19.9,38
3881,MD,2022.0,2.0,3152,"2,497",142.0,3.0,30,94.0,13.88,13.88,14.8,36,14.8,36
3882,MD,2022.0,3.0,3171,"2,505",141.0,3.0,35,96.0,16.97,16.97,17.7,30,17.7,30
3883,MD,2022.0,4.0,3148,"2,512",153.0,2.5,40,78.0,17.4,17.4,22.4,23,22.4,23
3884,MD,2023.0,1.0,3160,"2,483",154.0,2.4,49,76.0,20.59,20.59,27.1,27,27.1,27
3885,MD,2023.0,2.0,3177,"2,535",156.0,1.8,51,56.0,18.15,18.15,32.2,14,32.2,14
3886,MD,2023.0,3.0,3211,"2,531",155.0,2.2,50,70.0,21.22,21.22,30.3,14,30.3,14
3887,MD,2023.0,4.0,3192,"2,566",156.0,2.1,50,68.0,22.22,22.22,32.6,16,32.6,16
3888,MI,2021.0,1.0,4725,"3,934",225.0,6.7,18,317.0,157.84,238.81,49.8,19,75.4,9
3889,MI,2021.0,2.0,4762,"4,066",226.0,6.3,14,301.0,106.68,108.24,35.4,26,36.0,26
3890,MI,2021.0,3.0,4815,"4,120",228.0,5.9,11,283.0,75.99,76.0,26.8,30,26.8,31
3891,MI,2021.0,4.0,4799,"4,198",228.0,4.1,16,196.0,50.63,50.64,25.8,27,25.8,29
3892,MI,2022.0,1.0,4813,"4,142",232.0,4.8,12,229.0,63.87,63.88,27.9,21,27.9,21
3893,MI,2022.0,2.0,4864,"4,264",235.0,4.2,7,203.0,37.45,37.46,18.5,28,18.5,28
3894,MI,2022.0,3.0,4898,"4,280",238.0,4.1,9,200.0,33.36,33.36,16.7,34,16.7,34
3895,MI,2022.0,4.0,4889,"4,302",238.0,3.6,14,176.0,37.52,37.53,21.3,25,21.3,25
3896,MI,2023.0,1.0,4918,"4,234",240.0,4.3,11,211.0,65.47,65.48,31.0,22,31.0,22
3897,MI,2023.0,2.0,5005,"4,357",244.0,3.7,14,183.0,42.2,42.2,23.1,27,23.1,27
3898,MI,2023.0,3.0,5069,"4,355",246.0,4.1,11,208.0,38.26,38.26,18.4,35,18.4,35
3899,MI,2023.0,4.0,5039,"4,350",245.0,3.6,19,180.0,46.01,46.01,25.6,27,25.6,27
3900,MN,2021.0,1.0,3038,"2,653",145.0,4.9,39,148.0,116.82,116.98,78.9,3,79.0,6
3901,MN,2021.0,2.0,3051,"2,753",148.0,4.0,43,122.0,72.67,72.68,59.6,6,59.6,8
3902,MN,2021.0,3.0,3055,"2,764",150.0,3.4,44,104.0,55.04,55.07,53.2,3,53.2,3
3903,MN,2021.0,4.0,3053,"2,800",152.0,2.6,42,80.0,57.33,57.34,71.6,2,71.6,3
3904,MN,2022.0,1.0,3057,"2,745",152.0,3.1,42,96.0,70.28,70.28,73.0,2,73.0,2
3905,MN,2022.0,2.0,3074,"2,837",153.0,2.3,47,71.0,35.94,35.94,50.6,2,50.6,3
3906,MN,2022.0,3.0,3089,"2,850",155.0,2.4,45,73.0,25.0,25.0,34.1,7,34.1,7
3907,MN,2022.0,4.0,3066,"2,856",155.0,2.4,41,74.0,38.92,38.92,52.5,2,52.5,3
3908,MN,2023.0,1.0,3084,"2,804",155.0,3.3,30,103.0,66.65,66.65,64.6,2,64.6,2
3909,MN,2023.0,2.0,3114,"2,887",156.0,2.9,34,90.0,43.53,43.53,48.3,5,48.3,5
3910,MN,2023.0,3.0,3119,"2,887",158.0,2.8,40,88.0,44.55,44.55,50.9,4,50.9,4
3911,MN,2023.0,4.0,3082,"2,891",158.0,2.2,47,68.0,47.6,47.6,70.0,2,70.0,2
3912,MO,2021.0,1.0,3017,"2,628",176.0,5.3,33,160.0,51.4,51.4,32.2,43,32.2,43
3913,MO,2021.0,2.0,3050,"2,692",177.0,4.6,34,140.0,51.23,51.23,36.6,25,36.6,25
3914,MO,2021.0,3.0,3031,"2,670",178.0,3.8,35,116.0,31.0,31.0,26.7,31,26.7,32
3915,MO,2021.0,4.0,3017,"2,746",181.0,2.9,36,87.0,15.94,15.94,18.2,40,18.2,40
3916,MO,2022.0,1.0,3023,"2,713",183.0,3.2,39,98.0,19.32,19.32,19.7,39,19.7,39
3917,MO,2022.0,2.0,3042,"2,784",184.0,2.2,49,68.0,12.59,12.59,18.6,27,18.6,27
3918,MO,2022.0,3.0,3043,"2,754",186.0,2.5,44,77.0,14.26,14.26,18.5,25,18.5,25
3919,MO,2022.0,4.0,3039,"2,811",188.0,2.4,41,74.0,13.3,13.3,17.9,36,17.9,36
3920,MO,2023.0,1.0,3054,"2,782",190.0,3.2,35,98.0,19.49,19.49,19.9,37,19.9,37
3921,MO,2023.0,2.0,3105,"2,840",191.0,3.0,30,92.0,15.01,15.01,16.3,44,16.3,44
3922,MO,2023.0,3.0,3105,"2,799",193.0,3.1,34,97.0,17.91,17.91,18.5,34,18.5,34
3923,MO,2023.0,4.0,3088,"2,851",194.0,2.9,38,90.0,17.11,17.11,19.1,39,19.1,39
3924,MS,2021.0,1.0,1246,"1,072",58.0,6.4,22,80.0,28.8,28.86,36.2,37,36.3,40
3925,MS,2021.0,2.0,1258,"1,083",58.0,6.1,16,77.0,26.34,26.36,34.3,30,34.3,30
3926,MS,2021.0,3.0,1254,"1,094",61.0,5.5,13,69.0,14.46,14.46,21.0,43,21.0,43
3927,MS,2021.0,4.0,1249,"1,118",60.0,3.7,22,47.0,5.64,5.65,12.1,50,12.1,50
3928,MS,2022.0,1.0,1251,"1,107",61.0,4.0,23,51.0,4.42,4.42,8.7,51,8.7,51
3929,MS,2022.0,2.0,1257,"1,117",63.0,3.9,15,49.0,4.64,4.64,9.5,49,9.5,49
3930,MS,2022.0,3.0,1250,"1,121",63.0,4.1,9,51.0,5.55,5.55,10.9,47,10.9,47
3931,MS,2022.0,4.0,1234,"1,134",64.0,3.3,19,41.0,4.4,4.4,10.8,49,10.8,49
3932,MS,2023.0,1.0,1229,"1,125",65.0,3.3,30,41.0,5.05,5.05,12.5,51,12.5,51
3933,MS,2023.0,2.0,1233,"1,131",67.0,3.3,20,40.0,5.69,5.69,14.1,47,14.1,47
3934,MS,2023.0,3.0,1235,"1,130",67.0,3.5,23,43.0,6.72,6.72,15.5,43,15.5,43
3935,MS,2023.0,4.0,1227,"1,142",67.0,2.6,42,32.0,5.73,5.73,17.8,42,17.8,42
3936,MT,2021.0,1.0,542,448,46.0,4.7,43,25.0,15.56,15.58,61.4,9,61.5,19
3937,MT,2021.0,2.0,550,469,47.0,3.5,48,19.0,8.2,8.21,42.2,16,42.2,18
3938,MT,2021.0,3.0,553,469,48.0,2.8,49,16.0,4.39,4.4,28.0,28,28.0,29
3939,MT,2021.0,4.0,552,475,49.0,2.6,42,14.0,4.73,4.73,33.0,16,33.0,18
3940,MT,2022.0,1.0,559,469,50.0,3.4,35,19.0,8.33,8.33,44.5,7,44.5,8
3941,MT,2022.0,2.0,565,486,51.0,2.7,40,15.0,3.61,3.61,23.9,15,23.9,15
3942,MT,2022.0,3.0,570,488,52.0,2.3,47,13.0,2.91,2.91,21.8,17,21.8,17
3943,MT,2022.0,4.0,562,488,53.0,2.4,41,14.0,5.64,5.64,41.3,5,41.3,5
3944,MT,2023.0,1.0,568,483,53.0,3.2,35,18.0,9.34,9.34,51.5,7,51.5,7
3945,MT,2023.0,2.0,576,498,53.0,2.6,42,15.0,4.53,4.53,30.6,17,30.6,17
3946,MT,2023.0,3.0,578,496,54.0,2.5,46,15.0,3.32,3.32,22.5,26,22.5,26
3947,MT,2023.0,4.0,574,496,54.0,3.3,21,19.0,6.25,6.25,33.4,15,33.4,15
3948,NE,2021.0,1.0,1038,929,59.0,3.3,52,35.0,12.73,12.73,36.9,35,36.9,39
3949,NE,2021.0,2.0,1047,953,60.0,2.8,53,30.0,7.21,7.21,24.3,46,24.3,46
3950,NE,2021.0,3.0,1045,953,61.0,2.4,51,26.0,5.44,5.44,21.2,41,21.3,41
3951,NE,2021.0,4.0,1043,961,63.0,1.9,52,20.0,3.4,3.4,17.4,43,17.4,43
3952,NE,2022.0,1.0,1047,945,64.0,2.3,52,24.0,5.21,5.21,21.7,33,21.7,33
3953,NE,2022.0,2.0,1054,969,65.0,2.1,50,22.0,2.66,2.66,12.0,42,12.0,42
3954,NE,2022.0,3.0,1052,974,64.0,2.2,49,23.0,3.12,3.12,13.4,41,13.4,41
3955,NE,2022.0,4.0,1048,982,65.0,2.0,49,21.0,3.08,3.08,14.4,43,14.4,43
3956,NE,2023.0,1.0,1048,969,63.0,2.3,50,24.0,5.6,5.6,23.5,33,23.5,33
3957,NE,2023.0,2.0,1060,995,64.0,2.2,47,24.0,3.64,3.64,15.3,45,15.3,45
3958,NE,2023.0,3.0,1058,994,64.0,2.3,48,24.0,4.1,4.1,17.1,39,17.1,39
3959,NE,2023.0,4.0,1053,"1,001",66.0,2.2,47,24.0,4.57,4.57,19.3,38,19.3,38
3960,NH,2021.0,1.0,755,623,46.0,4.5,47,34.0,13.34,13.34,39.2,31,39.2,34
3961,NH,2021.0,2.0,752,640,48.0,3.7,45,27.0,7.89,7.89,28.7,40,28.7,40
3962,NH,2021.0,3.0,757,648,49.0,3.2,46,24.0,4.5,4.5,18.7,44,18.7,44
3963,NH,2021.0,4.0,749,653,50.0,2.3,47,17.0,2.11,2.11,12.5,48,12.5,48
3964,NH,2022.0,1.0,758,648,50.0,2.6,50,20.0,2.52,2.53,12.6,46,12.6,46
3965,NH,2022.0,2.0,759,663,51.0,2.1,50,16.0,1.6,1.6,10.0,47,10.0,47
3966,NH,2022.0,3.0,768,669,52.0,2.3,47,18.0,1.91,1.91,10.7,49,10.7,49
3967,NH,2022.0,4.0,757,669,53.0,2.0,49,15.0,1.72,1.72,11.2,47,11.2,47
3968,NH,2023.0,1.0,757,663,53.0,2.3,50,17.0,2.75,2.75,16.1,44,16.1,44
3969,NH,2023.0,2.0,756,675,54.0,1.7,53,13.0,2.21,2.21,16.9,41,16.9,41
3970,NH,2023.0,3.0,765,677,55.0,2.3,48,18.0,2.67,2.67,15.0,46,15.0,46
3971,NH,2023.0,4.0,761,677,55.0,2.5,45,19.0,2.49,2.49,13.2,49,13.2,49
3972,NV,2021.0,1.0,1503,"1,256",81.0,8.6,5,129.0,71.73,118.29,55.8,14,92.0,3
3973,NV,2021.0,2.0,1501,"1,318",82.0,7.3,6,110.0,65.66,71.45,59.7,5,64.9,6
3974,NV,2021.0,3.0,1501,"1,364",85.0,6.4,8,95.0,36.42,42.87,38.2,15,44.9,8
3975,NV,2021.0,4.0,1496,"1,410",87.0,5.1,9,76.0,23.5,23.65,31.0,18,31.2,20
3976,NV,2022.0,1.0,1525,"1,407",90.0,5.3,5,81.0,16.9,16.9,20.8,34,20.9,34
3977,NV,2022.0,2.0,1551,"1,448",92.0,5.2,3,81.0,12.82,12.83,15.9,34,15.9,34
3978,NV,2022.0,3.0,1576,"1,463",94.0,5.3,3,84.0,14.83,14.83,17.7,30,17.7,30
3979,NV,2022.0,4.0,1578,"1,483",96.0,5.1,3,80.0,15.68,15.68,19.7,30,19.7,30
3980,NV,2023.0,1.0,1592,"1,470",98.0,5.2,3,83.0,18.95,18.95,22.7,35,22.7,35
3981,NV,2023.0,2.0,1596,"1,493",100.0,5.0,3,80.0,18.52,18.53,23.2,26,23.2,26
3982,NV,2023.0,3.0,1609,"1,502",99.0,5.3,3,84.0,20.62,20.62,24.4,18,24.4,18
3983,NV,2023.0,4.0,1613,"1,533",99.0,5.1,3,82.0,22.18,22.18,27.2,24,27.2,24
3984,NC,2021.0,1.0,4848,"4,324",249.0,5.9,29,284.0,47.02,55.55,16.5,53,19.5,53
3985,NC,2021.0,2.0,4891,"4,415",254.0,5.2,28,254.0,38.78,38.79,15.2,53,15.2,53
3986,NC,2021.0,3.0,4966,"4,440",260.0,4.7,26,235.0,34.23,34.24,14.6,49,14.6,49
3987,NC,2021.0,4.0,5053,"4,551",266.0,3.8,18,192.0,24.77,24.77,12.9,47,12.9,47
3988,NC,2022.0,1.0,5126,"4,528",272.0,3.8,26,196.0,16.13,16.13,8.2,52,8.2,52
3989,NC,2022.0,2.0,5162,"4,621",276.0,3.6,23,184.0,13.89,13.89,7.5,52,7.5,52
3990,NC,2022.0,3.0,5180,"4,630",281.0,3.8,21,199.0,16.3,16.3,8.2,51,8.2,51
3991,NC,2022.0,4.0,5155,"4,714",285.0,3.5,16,182.0,15.52,15.52,8.5,52,8.5,52
3992,NC,2023.0,1.0,5195,"4,685",289.0,3.7,22,190.0,19.18,19.18,10.1,53,10.1,53
3993,NC,2023.0,2.0,5235,"4,757",295.0,3.3,20,173.0,19.49,19.49,11.3,52,11.3,52
3994,NC,2023.0,3.0,5261,"4,728",298.0,3.5,23,185.0,21.32,21.32,11.5,50,11.5,50
3995,NC,2023.0,4.0,5235,"4,826",319.0,3.3,21,175.0,20.82,20.82,11.9,51,11.9,51
3996,ND,2021.0,1.0,402,378,26.0,4.4,48,18.0,9.91,9.91,55.6,15,55.6,24
3997,ND,2021.0,2.0,410,393,26.0,3.3,50,14.0,4.43,4.43,32.6,34,32.6,34
3998,ND,2021.0,3.0,412,394,26.0,2.4,51,10.0,2.5,2.5,24.8,34,24.8,36
3999,ND,2021.0,4.0,406,400,26.0,1.9,52,8.0,2.35,2.35,30.7,20,30.7,22
4000,ND,2022.0,1.0,408,390,26.0,2.7,46,11.0,5.88,5.88,53.4,3,53.4,4
4001,ND,2022.0,2.0,415,403,27.0,2.0,52,8.0,2.21,2.21,26.3,13,26.3,13
4002,ND,2022.0,3.0,417,406,27.0,1.8,53,7.0,1.34,1.34,18.3,26,18.3,26
4003,ND,2022.0,4.0,409,410,28.0,1.6,53,7.0,2.03,2.03,30.6,10,30.6,10
4004,ND,2023.0,1.0,413,402,28.0,2.5,47,10.0,5.32,5.32,52.0,6,52.0,6
4005,ND,2023.0,2.0,419,414,28.0,1.9,50,8.0,2.26,2.26,27.8,20,27.8,20
4006,ND,2023.0,3.0,422,414,28.0,1.6,53,7.0,1.61,1.61,24.3,19,24.3,19
4007,ND,2023.0,4.0,413,419,29.0,1.5,53,6.0,2.17,2.17,34.8,12,34.8,12
4008,NJ,2021.0,1.0,4629,"3,734",252.0,7.7,8,355.0,137.55,213.58,38.8,32,60.2,20
4009,NJ,2021.0,2.0,4655,"3,875",260.0,7.1,7,328.0,121.5,139.78,37.0,24,42.6,17
4010,NJ,2021.0,3.0,4672,"3,860",266.0,6.8,6,317.0,130.4,151.5,41.2,10,47.9,6
4011,NJ,2021.0,4.0,4639,"4,044",259.0,5.3,6,244.0,97.03,180.56,39.7,10,73.9,2
4012,NJ,2022.0,1.0,4676,"3,990",270.0,5.1,7,241.0,111.47,141.2,46.3,6,58.7,3
4013,NJ,2022.0,2.0,4721,"4,117",272.0,3.7,22,176.0,84.68,95.32,48.1,3,54.1,2
4014,NJ,2022.0,3.0,4770,"4,070",270.0,3.3,27,160.0,90.5,94.58,56.7,2,59.2,2
4015,NJ,2022.0,4.0,4777,"4,168",274.0,3.3,19,158.0,80.73,83.65,51.0,3,52.9,2
4016,NJ,2023.0,1.0,4814,"4,099",278.0,4.3,11,209.0,110.98,112.71,53.1,5,54.0,5
4017,NJ,2023.0,2.0,4834,"4,203",280.0,4.2,6,202.0,93.9,94.73,46.4,6,46.8,6
4018,NJ,2023.0,3.0,4846,"4,133",275.0,4.7,7,230.0,103.57,104.02,45.1,6,45.3,6
4019,NJ,2023.0,4.0,4826,"4,224",275.0,4.5,6,215.0,95.4,95.71,44.4,6,44.6,6
4020,NM,2021.0,1.0,932,740,52.0,8.2,6,76.0,33.68,50.75,44.4,26,66.8,14
4021,NM,2021.0,2.0,939,762,53.0,7.7,4,72.0,24.08,24.56,33.3,32,33.9,32
4022,NM,2021.0,3.0,946,774,53.0,7.0,5,66.0,15.8,17.19,24.0,36,26.1,33
4023,NM,2021.0,4.0,953,793,54.0,5.4,4,52.0,12.77,19.11,24.7,31,36.9,14
4024,NM,2022.0,1.0,947,787,54.0,5.0,9,48.0,11.15,12.68,23.4,30,26.6,24
4025,NM,2022.0,2.0,945,801,54.0,4.2,7,40.0,7.79,7.83,19.5,25,19.6,24
4026,NM,2022.0,3.0,946,806,55.0,3.8,21,36.0,7.74,7.77,21.6,19,21.6,19
4027,NM,2022.0,4.0,951,820,56.0,3.2,23,31.0,8.3,8.31,27.1,16,27.2,16
4028,NM,2023.0,1.0,956,812,56.0,3.6,24,35.0,10.19,10.19,29.4,25,29.4,25
4029,NM,2023.0,2.0,964,827,57.0,3.6,16,35.0,8.6,8.6,24.5,22,24.5,22
4030,NM,2023.0,3.0,968,820,56.0,4.1,11,39.0,9.5,9.51,24.1,20,24.1,20
4031,NM,2023.0,4.0,973,835,56.0,3.7,16,36.0,10.72,10.73,29.8,20,29.9,20
4032,NY,2021.0,1.0,9494,"8,398",526.0,8.9,2,842.0,427.65,647.03,50.8,18,76.8,7
4033,NY,2021.0,2.0,9542,"8,680",526.0,7.5,5,716.0,340.68,446.73,47.6,12,62.4,7
4034,NY,2021.0,3.0,9591,"8,688",529.0,6.8,6,649.0,254.32,269.15,39.2,13,41.5,12
4035,NY,2021.0,4.0,9505,"9,047",532.0,5.2,8,497.0,165.56,165.8,33.3,15,33.4,17
4036,NY,2022.0,1.0,9581,"8,916",530.0,5.3,5,508.0,191.59,191.7,37.7,13,37.8,13
4037,NY,2022.0,2.0,9594,"9,179",536.0,4.2,7,400.0,129.29,129.35,32.3,7,32.3,7
4038,NY,2022.0,3.0,9639,"9,157",544.0,4.1,9,397.0,139.87,139.88,35.3,6,35.3,6
4039,NY,2022.0,4.0,9570,"9,352",549.0,3.8,9,364.0,132.04,132.05,36.3,9,36.3,9
4040,NY,2023.0,1.0,9649,"9,210",546.0,4.4,9,426.0,176.2,176.21,41.4,10,41.4,10
4041,NY,2023.0,2.0,9713,"9,398",543.0,3.9,10,375.0,152.52,152.52,40.7,9,40.7,9
4042,NY,2023.0,3.0,9799,"9,310",542.0,4.3,9,422.0,168.46,168.47,39.9,9,39.9,9
4043,NY,2023.0,4.0,9711,"9,494",543.0,4.3,9,420.0,163.74,163.74,38.9,9,38.9,9
4044,OH,2021.0,1.0,5671,"5,035",240.0,6.4,22,361.0,163.83,171.81,45.4,24,47.6,28
4045,OH,2021.0,2.0,5718,"5,157",241.0,5.6,25,320.0,89.83,89.86,28.1,41,28.1,41
4046,OH,2021.0,3.0,5746,"5,202",244.0,4.9,23,282.0,50.79,50.83,18.0,46,18.0,46
4047,OH,2021.0,4.0,5700,"5,274",243.0,3.7,22,211.0,37.24,37.31,17.7,41,17.7,41
4048,OH,2022.0,1.0,5694,"5,195",242.0,4.5,14,256.0,52.56,52.58,20.5,36,20.5,36
4049,OH,2022.0,2.0,5748,"5,328",243.0,3.9,15,227.0,33.04,33.05,14.6,38,14.6,38
4050,OH,2022.0,3.0,5771,"5,347",246.0,4.1,9,237.0,29.52,29.52,12.5,43,12.5,43
4051,OH,2022.0,4.0,5720,"5,381",248.0,3.5,16,200.0,33.75,33.75,16.9,40,16.9,40
4052,OH,2023.0,1.0,5740,"5,297",248.0,4.1,15,235.0,56.7,56.7,24.1,30,24.1,30
4053,OH,2023.0,2.0,5797,"5,408",251.0,3.4,19,197.0,41.64,41.65,21.1,31,21.1,31
4054,OH,2023.0,3.0,5833,"5,418",252.0,3.5,23,205.0,37.4,37.4,18.2,36,18.2,36
4055,OH,2023.0,4.0,5779,"5,440",251.0,3.1,29,181.0,41.63,41.63,23.0,30,23.0,30
4056,OK,2021.0,1.0,1856,"1,494",93.0,5.0,37,93.0,33.31,33.34,36.0,38,36.0,41
4057,OK,2021.0,2.0,1873,"1,519",93.0,4.7,33,87.0,33.29,33.3,38.1,21,38.2,23
4058,OK,2021.0,3.0,1868,"1,513",94.0,3.7,38,69.0,26.55,26.56,38.5,14,38.5,17
4059,OK,2021.0,4.0,1869,"1,558",96.0,2.7,38,51.0,14.59,14.6,28.5,22,28.5,24
4060,OK,2022.0,1.0,1888,"1,543",93.0,3.1,42,59.0,12.03,12.03,20.6,35,20.6,35
4061,OK,2022.0,2.0,1899,"1,570",96.0,3.0,30,56.0,11.58,11.58,20.6,22,20.6,22
4062,OK,2022.0,3.0,1908,"1,573",99.0,3.2,30,61.0,13.86,13.86,22.6,15,22.6,15
4063,OK,2022.0,4.0,1919,"1,611",100.0,3.0,30,57.0,10.73,10.73,19.0,32,19.0,32
4064,OK,2023.0,1.0,1937,"1,602",103.0,3.2,35,62.0,11.46,11.46,18.6,38,18.6,38
4065,OK,2023.0,2.0,1958,"1,620",105.0,3.0,30,59.0,11.01,11.01,18.8,37,18.8,37
4066,OK,2023.0,3.0,1976,"1,605",106.0,3.4,26,67.0,10.67,10.67,16.0,42,16.0,42
4067,OK,2023.0,4.0,1982,"1,642",106.0,3.3,21,66.0,10.58,10.58,16.0,43,16.0,43
4068,OR,2021.0,1.0,2131,"1,792",142.0,6.8,15,145.0,70.57,82.44,48.8,21,57.0,22
4069,OR,2021.0,2.0,2148,"1,856",144.0,5.6,25,119.0,53.8,53.91,45.0,15,45.1,16
4070,OR,2021.0,3.0,2152,"1,869",145.0,4.7,26,101.0,43.18,43.2,42.6,9,42.6,11
4071,OR,2021.0,4.0,2147,"1,893",144.0,3.6,27,78.0,32.7,32.71,41.8,6,41.8,9
4072,OR,2022.0,1.0,2161,"1,886",142.0,4.2,19,91.0,28.98,28.99,31.8,17,31.8,17
4073,OR,2022.0,2.0,2155,"1,927",144.0,3.6,23,77.0,20.38,20.39,26.5,11,26.5,12
4074,OR,2022.0,3.0,2178,"1,936",142.0,4.1,9,88.0,20.38,20.38,23.1,14,23.1,14
4075,OR,2022.0,4.0,2146,"1,941",139.0,3.9,8,83.0,23.15,23.15,27.9,15,27.9,15
4076,OR,2023.0,1.0,2156,"1,928",150.0,4.1,15,88.0,32.17,32.17,36.7,18,36.7,18
4077,OR,2023.0,2.0,2152,"1,966",148.0,3.3,20,71.0,30.37,30.37,42.5,7,42.5,7
4078,OR,2023.0,3.0,2175,"1,956",149.0,3.8,17,82.0,32.3,32.3,39.4,10,39.4,10
4079,OR,2023.0,4.0,2166,"1,962",150.0,3.7,16,81.0,30.81,30.81,38.0,10,38.0,10
4080,PA,2021.0,1.0,6424,"5,393",336.0,7.2,11,459.0,309.05,366.98,67.3,5,79.9,5
4081,PA,2021.0,2.0,6444,"5,540",325.0,6.3,14,405.0,202.06,206.73,49.9,11,51.0,12
4082,PA,2021.0,3.0,6468,"5,573",332.0,5.9,11,381.0,119.75,119.89,31.5,23,31.5,24
4083,PA,2021.0,4.0,6392,"5,700",338.0,4.2,14,266.0,89.56,89.64,33.7,14,33.7,16
4084,PA,2022.0,1.0,6417,"5,639",301.0,4.5,14,286.0,92.16,92.22,32.3,16,32.3,16
4085,PA,2022.0,2.0,6477,"5,778",333.0,4.1,12,262.0,69.64,69.68,26.5,11,26.6,11
4086,PA,2022.0,3.0,6516,"5,795",334.0,4.3,6,283.0,71.96,72.01,25.4,12,25.5,12
4087,PA,2022.0,4.0,6451,"5,846",339.0,3.4,18,222.0,64.04,64.06,28.9,13,28.9,13
4088,PA,2023.0,1.0,6471,"5,772",344.0,3.9,18,250.0,95.5,95.51,38.2,14,38.3,14
4089,PA,2023.0,2.0,6507,"5,881",332.0,3.2,24,209.0,77.25,77.25,37.0,10,37.0,10
4090,PA,2023.0,3.0,6565,"5,865",330.0,3.6,21,238.0,92.89,92.89,39.0,11,39.0,11
4091,PA,2023.0,4.0,6531,"5,917",332.0,3.0,32,194.0,92.1,92.1,47.5,5,47.5,5
4092,PR,2021.0,1.0,1128,832,55.0,8.1,7,91.0,32.4,41.15,35.4,39,45.0,31
4093,PR,2021.0,2.0,1167,845,55.0,7.8,3,91.0,28.5,29.56,31.3,35,32.5,35
4094,PR,2021.0,3.0,1180,858,56.0,8.8,2,104.0,37.01,37.61,35.7,17,36.2,19
4095,PR,2021.0,4.0,1213,900,56.0,7.0,2,85.0,22.86,23.02,26.9,26,27.0,28
4096,PR,2022.0,1.0,1210,892,58.0,6.1,2,73.0,13.25,13.3,18.0,40,18.1,40
4097,PR,2022.0,2.0,1183,893,57.0,5.8,2,69.0,11.19,11.21,16.3,33,16.3,33
